state,crop_type,farm_size_ha,avg_rainfall_mm,avg_temperature_c,soil_ph,soil_type,fertilizer_kg_per_ha,pesticide_used,irrigation_used,seed_variety,yield_tonnes_per_ha
Lagos,Rice,0.2,1810.2,22.1,6.55,Clay,198.5,No,No,Improved,2.74
Cross River,Rice,1.01,2083.2,29.3,5.42,Loamy,108.2,No,Yes,Improved,2.42
Oyo,Cassava,1.96,1630.7,23.7,5.41,Clay,107.2,Yes,No,Improved,10.47
Delta,Rice,2.04,2497.6,24.1,5.76,Sandy,93.1,Yes,No,Improved,3.95
Imo,Yam,2.61,2379.9,29.3,5.81,Clay,83.7,Yes,No,Local,8
Cross River,Maize,0.47,1554.8,22.5,6.07,Sandy,101.8,No,No,Local,2.19
FCT,Rice,0.28,1473,31,6.72,Sandy,64.1,No,No,Local,2.77
Kano,Rice,3.63,694.5,27,6.58,Loamy,0,Yes,No,Improved,2.49
Kogi,Rice,0.72,1211,31,6.75,Clay,87.2,Yes,No,Local,0.95
Oyo,Cassava,2.9,2259.6,22.9,4.94,Sandy,18.9,No,No,Improved,8.49
Borno,Yam,0.46,563.3,32.1,7.67,Sandy,35.9,No,No,Improved,8.07
Borno,Sorghum,1.81,668,32.4,4.88,Clay,44.7,No,No,Local,1.37
Cross River,Sorghum,1.44,1696.6,25.7,6.68,Clay,21.5,No,Yes,Improved,1.59
Adamawa,Sorghum,9.76,1377.4,28.4,5.82,Clay,104.9,No,Yes,Local,1.25
Edo,Cassava,3.39,2293.8,29.4,7.25,Loamy,93.2,No,No,Local,7.87
Anambra,Cassava,5.01,2309.4,24.1,5.58,Loamy,117.6,Yes,No,Improved,11.85
Katsina,Yam,1.18,477.3,33.1,6.29,Sandy,82.1,No,No,Local,6.92
Jigawa,Sorghum,1.32,469.1,35.3,6.53,Clay,46.1,No,No,Improved,1.24
FCT,Cassava,2.47,1375.3,31.4,6.61,Loamy,51.9,No,No,Improved,12.45
Oyo,Sorghum,0.56,1983.9,24.5,5.49,Clay,80.6,Yes,No,Local,1.51
Lagos,Yam,0.66,1546.1,29.2,5.53,Sandy,88,No,No,Local,9.32
Bayelsa,Cassava,1.7,1652.1,29.1,5.77,Sandy,38.2,No,No,Local,9.54
Rivers,Cassava,0.46,1810.9,26.8,5.87,Sandy,16.2,No,No,Improved,10.11
Gombe,Rice,0.64,709.4,34.1,5.44,Sandy,115.2,No,Yes,Improved,3.77
Delta,Cassava,2.21,2370.4,23.4,6.23,Clay,120.2,Yes,No,Improved,10.87
Oyo,Sorghum,2.81,1590.4,24.2,6.61,Clay,80,No,No,Improved,1.28
Plateau,Rice,0.83,1131.1,29.2,7.08,Loamy,35.1,No,Yes,Local,2.29
Bauchi,Yam,0.31,870.8,29,5.98,Clay,99.1,Yes,No,Local,8.5
Akwa Ibom,Yam,1.5,2355,26,5.5,Clay,113.4,Yes,No,Local,7.89
Anambra,Rice,0.56,1914,29.7,5.93,Clay,153.8,Yes,No,Local,3.45
Anambra,Cassava,0.52,1832,25.8,5.84,Clay,88,No,No,Local,9.79
Ogun,Cassava,0.79,2343.6,26.9,5.31,Loamy,40.3,Yes,No,Improved,12.78
Bayelsa,Maize,2.03,1730.8,26.8,6.77,Loamy,64.9,No,No,Improved,2.61
Jigawa,Maize,0.5,436.8,32.8,6.62,Loamy,115.4,No,No,Local,1.9
Edo,Maize,0.67,2136.4,23.9,6.71,Loamy,142.1,Yes,No,Local,1.68
Jigawa,Rice,0.6,477.4,34.1,6.24,Sandy,74.8,Yes,Yes,Local,3.41
Abia,Maize,0.81,1964.8,25.3,6.05,Sandy,137.6,No,No,Improved,2.68
Nasarawa,Sorghum,1.85,1206.1,27.3,6.03,Loamy,80.1,No,No,Local,1.17
Bayelsa,Sorghum,2.06,1567.5,28.4,6.17,Loamy,78.7,No,No,Improved,1.73
Ekiti,Sorghum,0.77,2414.1,23.4,7.35,Clay,2.4,No,No,Local,0.98
Kogi,Rice,0.38,1326.8,24.9,5.8,Clay,128.3,Yes,No,Improved,3.92
Enugu,Rice,10.49,2201.6,22.3,5.49,Clay,98.5,Yes,No,Local,3.07
Anambra,Sorghum,5.53,1904,22.2,6.46,Sandy,0,No,No,Local,0.88
Jigawa,Yam,3.26,332.9,35.8,6.02,Sandy,88.5,No,No,Local,7.22
Cross River,Rice,0.49,2138.6,28.4,5.9,Clay,34.1,No,No,Improved,3.48
Ondo,Sorghum,6.12,2237.6,27.7,4.46,Clay,56.3,No,No,Improved,1.21
Kogi,Maize,0.84,1479.3,26.1,6.24,Clay,127.2,No,No,Improved,2.91
Katsina,Maize,4.1,431.3,32.7,4.93,Sandy,212.8,Yes,No,Local,1.47
Bayelsa,Rice,1.44,1963,25.3,5.61,Clay,111.3,No,Yes,Local,3.3
Delta,Sorghum,2.6,1687.3,28.1,7.78,Loamy,58.3,No,No,Local,1.22
Kogi,Cassava,3.77,1432.5,28.7,6.56,Clay,0,No,No,Local,7.19
Lagos,Yam,0.76,2368.1,22.6,6.39,Sandy,142.9,Yes,No,Improved,9.5
Taraba,Sorghum,1.14,1301.8,25.9,6.64,Loamy,54.1,No,No,Local,1.52
Oyo,Yam,0.33,2084.7,25.7,6.31,Loamy,149,Yes,No,Improved,8.41
Kogi,Maize,1.13,1166.4,24.2,7.46,Sandy,131.2,No,No,Local,1.97
Imo,Cassava,0.2,1572.4,24.5,5.36,Loamy,65.7,No,No,Local,8.79
FCT,Maize,7.59,1061.3,27.8,5.81,Loamy,146.3,Yes,No,Improved,3.11
Zamfara,Rice,1.04,884,31.9,5.75,Clay,106.7,Yes,No,Local,3.39
Rivers,Cassava,2.96,1569.9,28.4,5.16,Clay,153.9,Yes,Yes,Local,11.11
Gombe,Sorghum,0.53,629,26,5.73,Loamy,7,No,No,Improved,1.46
Imo,Yam,1.48,1727.3,28.1,5.96,Loamy,86.1,Yes,No,Local,9.33
Sokoto,Sorghum,0.93,603.9,31.3,5.43,Loamy,148.3,Yes,No,Local,1.16
Nasarawa,Cassava,2.16,1480.8,25.8,5.44,Clay,49.4,Yes,No,Local,11.13
Ebonyi,Maize,0.94,2164.2,28.1,5.64,Clay,125.2,No,No,Local,1.63
Ondo,Cassava,2.86,1502.9,29.9,6.75,Clay,120.4,No,No,Improved,12.84
Imo,Yam,1.58,2149.7,28.9,7.29,Loamy,64,No,No,Local,6.01
Cross River,Cassava,2.29,1596,22.9,6.41,Sandy,32.4,Yes,No,Local,9.77
Ondo,Cassava,1.53,1642,25.3,5.58,Clay,67.8,Yes,Yes,Improved,10.82
Cross River,Yam,1.26,1850.1,29.4,6.2,Clay,85.3,Yes,Yes,Local,8.76
Adamawa,Cassava,1.38,1084.4,25.2,6.66,Clay,106.9,No,No,Local,8.66
Kebbi,Maize,1.33,603.8,31.7,5.79,Sandy,166.4,No,No,Local,2.04
Adamawa,Rice,0.73,1058.6,27.1,4.69,Sandy,153.7,No,No,Local,2.14
Imo,Rice,1.34,1985.9,26.9,5.57,Clay,159.7,Yes,No,Improved,3.75
Delta,Yam,4.07,2322.6,26.4,5.89,Sandy,56.8,No,No,Improved,8.55
Kano,Sorghum,1.54,758.9,29.2,7.75,Sandy,94.1,Yes,No,Improved,1.72
Borno,Cassava,2.57,681.7,29.8,6.01,Clay,68.1,No,No,Improved,11.49
Delta,Yam,1.47,2024.7,24.4,5.97,Clay,167.1,Yes,No,Local,8.37
Niger,Rice,3.41,1366.7,29.9,6.83,Clay,142.3,No,No,Local,1.07
Sokoto,Sorghum,2.38,685.7,33.5,5.74,Sandy,54.6,No,Yes,Local,1.57
Bayelsa,Maize,0.99,1777.4,22.8,4.08,Clay,123.5,No,No,Improved,2.26
Adamawa,Cassava,2.44,1143.9,26,6.31,Clay,157,No,Yes,Local,7.98
Ebonyi,Sorghum,2.76,2314.3,27.9,4.83,Clay,102.4,Yes,Yes,Improved,1.69
Zamfara,Yam,0.95,688.3,30.8,6.02,Loamy,152.5,No,No,Improved,8.35
Sokoto,Maize,1.82,680.2,30.4,6.1,Clay,121.5,Yes,No,Local,2.44
Cross River,Sorghum,4.04,2111.7,27.5,5.93,Sandy,28,Yes,No,Local,1.27
Imo,Cassava,1.31,1756.7,22.1,5.83,Sandy,99.8,Yes,No,Local,6.85
Anambra,Rice,1.04,2372.8,27.7,6.38,Loamy,99.7,Yes,No,Improved,3.84
Imo,Rice,2.01,2012.6,26.6,5.91,Loamy,69.4,Yes,Yes,Local,2.71
Niger,Cassava,1.43,1173.1,29.8,5.46,Loamy,35.1,Yes,No,Local,9.61
Osun,Sorghum,1.73,1555,23.8,5.38,Loamy,47.7,Yes,No,Local,1.3
Bayelsa,Rice,1.63,2152.9,28.4,5.76,Loamy,129.9,Yes,Yes,Local,3.81
Cross River,Maize,0.69,2100.8,27,7.01,Clay,157.2,Yes,No,Local,2.33
Ebonyi,Sorghum,1.45,1509.3,25.8,5.52,Sandy,91.3,No,No,Improved,1.47
Osun,Maize,1.22,2489,26.7,6.88,Sandy,181.5,Yes,No,Local,2.11
Oyo,Sorghum,2.63,2033.8,23.4,5.45,Sandy,106.1,No,Yes,Improved,1.4
Bayelsa,Cassava,1.01,2416.5,26,5.09,Loamy,100.9,No,No,Improved,12.41
Bayelsa,Cassava,0.97,1619.6,24.8,5.39,Clay,67.1,Yes,No,Improved,8.35
Zamfara,Rice,2.45,981.1,33.1,5.92,Loamy,84,No,No,Local,2.39
Sokoto,Sorghum,1.28,383,31.5,7.44,Sandy,11.5,No,No,Local,1.35
Bauchi,Sorghum,4.01,860,31,7.21,Sandy,3.9,No,No,Improved,1.6
Lagos,Yam,2.17,2149.8,29.6,4.74,Clay,82.2,No,No,Local,7.18
Ogun,Cassava,1.69,1672.7,22.3,6.02,Loamy,91.6,No,No,Improved,10.6
Kano,Maize,0.48,864.6,34.3,6.16,Sandy,102.2,Yes,No,Improved,3.08
Anambra,Cassava,1.13,2477.4,25,5.65,Loamy,49.5,No,No,Local,6.55
Lagos,Rice,3.81,1572,27.2,5.81,Loamy,96.9,Yes,No,Improved,3.78
Gombe,Cassava,2.07,717.6,33.7,4.75,Sandy,89,No,No,Local,7.04
Niger,Yam,0.26,1157.9,26.2,6.43,Clay,69.3,No,No,Local,7.84
Katsina,Rice,1.82,337.4,30.4,5.29,Sandy,171.2,Yes,Yes,Improved,3.16
Nasarawa,Yam,3.56,1287.4,26.8,5.11,Sandy,133.9,Yes,No,Improved,10.98
Sokoto,Rice,3.22,371.1,34.4,4.61,Sandy,62,No,No,Improved,3.17
Ondo,Sorghum,3.19,2046.4,23.8,4.33,Clay,0,Yes,No,Local,1.12
Nasarawa,Sorghum,1.97,1133.9,28.7,4.67,Loamy,79.1,Yes,No,Local,1.39
Delta,Sorghum,2.55,1799.1,24.6,6.41,Loamy,84,No,No,Local,1.34
Akwa Ibom,Cassava,1.51,2480.1,28.6,5.72,Clay,123.5,No,No,Improved,11.23
Kano,Sorghum,1.68,807.8,33.5,6.64,Sandy,124.4,Yes,No,Local,1.17
Yobe,Sorghum,2.99,643.8,34.1,6.99,Loamy,117.8,Yes,No,Local,1
Kwara,Rice,1.23,1204.5,25.8,5.23,Clay,146.3,Yes,No,Local,2.35
Taraba,Cassava,0.75,1397,29.6,7.19,Sandy,27.2,Yes,No,Improved,9.08
Kebbi,Rice,2.42,774.3,34.8,6.14,Loamy,112.8,Yes,No,Improved,3.72
Zamfara,Sorghum,1.03,837.1,27.8,5.96,Clay,0,No,No,Local,1.13
Anambra,Yam,0.33,2079.2,26,6.01,Clay,100.5,No,No,Local,9.6
Lagos,Cassava,0.29,1630,26,7.2,Clay,64.5,No,Yes,Local,7.89
Jigawa,Cassava,3.56,437.1,37.3,6.34,Sandy,101.4,Yes,No,Local,6.68
Akwa Ibom,Yam,21.2,2113.2,29.1,6.06,Loamy,106.9,No,No,Improved,8.6
Ogun,Maize,2.3,2468.3,24.5,5.7,Sandy,178.7,No,Yes,Local,2.44
Niger,Yam,1.81,1244.6,29.2,6.53,Loamy,31.3,No,No,Improved,10.69
Ondo,Yam,1,2373.6,22.3,5.31,Loamy,56.3,No,Yes,Improved,7.61
Cross River,Yam,5.1,2032.5,26.3,7.4,Loamy,117.3,No,No,Local,6.7
Bauchi,Maize,1.63,881.2,26.9,5.7,Sandy,124.1,No,No,Improved,2.91
Akwa Ibom,Sorghum,1.27,1648.4,28.6,5.16,Sandy,73.5,No,No,Improved,1.44
Kaduna,Rice,2.47,980.9,32.7,7.49,Sandy,106.8,No,No,Improved,2.74
Delta,Sorghum,1.53,1512.5,22.9,5.53,Loamy,66.7,No,No,Local,1.22
Zamfara,Sorghum,0.85,642.8,32.5,6.35,Sandy,36.9,Yes,No,Improved,2
Katsina,Maize,6.63,363.8,35.5,6.05,Sandy,84.1,No,No,Local,2.33
Delta,Rice,0.2,2026.9,22.5,6.77,Loamy,126.2,Yes,No,Improved,3.83
Katsina,Yam,1.81,648.5,35.3,6.04,Sandy,84.8,Yes,No,Local,7.98
Taraba,Rice,1.11,1478.2,26.7,5.96,Clay,112.5,No,Yes,Local,3.16
FCT,Maize,1.71,1012.2,31.7,5.77,Clay,118.8,Yes,No,Improved,3.12
Taraba,Sorghum,3.05,1115,31.4,6.3,Loamy,49.7,Yes,No,Improved,2.02
Enugu,Yam,1.32,1608.7,23.1,7.16,Clay,111.9,Yes,No,Local,7.38
Katsina,Rice,4.11,494.8,34.6,7.06,Sandy,98.2,No,No,Improved,3.78
Abia,Maize,3.84,1746.3,29.7,5.66,Loamy,101,No,No,Improved,2.51
Taraba,Yam,1.21,1152,32,6.83,Sandy,74.6,No,Yes,Local,6.94
Bayelsa,Yam,1.28,2166.1,28.6,6.95,Loamy,21,No,No,Improved,6.54
Taraba,Cassava,2.61,1048.3,32,6.63,Sandy,120.9,Yes,No,Local,9.06
Nasarawa,Sorghum,1.01,1136.4,25.9,7.31,Clay,12.2,No,No,Improved,1.63
FCT,Maize,0.92,1164.1,26.4,5.2,Loamy,171.4,No,No,Local,1.79
Katsina,Rice,0.56,497.8,35.8,5.53,Sandy,64.5,No,No,Improved,3.38
Akwa Ibom,Cassava,1.17,2336.4,27.7,6.78,Clay,171.4,No,No,Local,6.31
Imo,Yam,0.41,2421,25.8,6.41,Sandy,197.1,No,Yes,Local,7.31
Yobe,Maize,14.34,484.6,35.8,7.12,Clay,194.4,No,Yes,Local,2.07
Abia,Yam,2.47,1725.1,25.1,6.11,Loamy,110.5,Yes,No,Improved,11.07
Zamfara,Yam,2.73,846.8,32.5,6.54,Sandy,68.3,No,No,Improved,8.37
Abia,Sorghum,1.91,1940.9,29.4,5.84,Clay,82.3,No,No,Improved,1.43
Osun,Sorghum,2.47,2295.5,28.2,5.36,Clay,8.8,Yes,No,Improved,1.37
Kwara,Rice,0.55,1063.6,29.6,5.51,Loamy,140.8,Yes,No,Local,2.73
Kogi,Sorghum,1.86,1483.8,27.3,5.59,Sandy,92.8,No,No,Improved,1.39
Borno,Sorghum,1.69,694.3,33.5,7.75,Sandy,39.7,No,No,Local,1.29
Ogun,Yam,2.26,1969.7,22.4,6.49,Loamy,50.9,Yes,No,Improved,4.59
Ondo,Yam,1.76,1976.1,22.9,5.19,Loamy,166.9,No,Yes,Improved,8.21
Bauchi,Cassava,1.48,943.3,32,6.24,Sandy,34.7,Yes,No,Improved,4.54
Ogun,Sorghum,1.64,1952.5,22.2,5.28,Clay,69.3,Yes,No,Improved,1.67
Plateau,Sorghum,4.19,1196.7,24,6.33,Sandy,90.9,Yes,No,Improved,1.93
Zamfara,Cassava,0.52,638,29,7.4,Sandy,9.2,No,Yes,Local,7.18
Katsina,Sorghum,1.38,655.3,29.5,5.74,Loamy,37.4,No,No,Local,1.51
Katsina,Yam,3.53,630.5,30.2,5.99,Loamy,127,Yes,Yes,Improved,9.28
Kogi,Maize,1.81,1151.3,24.6,6.6,Loamy,139.8,Yes,Yes,Local,2.24
Delta,Cassava,5.04,1706.4,26.3,5.45,Clay,132,Yes,No,Improved,11.25
Rivers,Maize,4.21,2027.3,27,6.23,Loamy,149.1,No,No,Local,2.16
Kano,Yam,1.56,750.7,32.9,6.76,Clay,91,No,No,Local,5.77
Rivers,Sorghum,3.19,2020.9,22.6,6.3,Clay,61.5,No,Yes,Local,1.23
Ondo,Maize,4.65,1627.4,23.5,4.16,Loamy,116.1,No,No,Local,1.57
Cross River,Rice,3.13,1891.7,23.7,7.06,Sandy,80,No,No,Improved,3.07
Niger,Maize,2,1490.3,29.3,6.17,Clay,216.1,No,Yes,Improved,2.9
Plateau,Rice,20.38,1237.9,30.3,5.82,Clay,115.6,Yes,No,Improved,3.26
Ekiti,Maize,0.64,1569.6,24.1,6.15,Sandy,63.8,Yes,No,Improved,2.62
Akwa Ibom,Sorghum,0.75,2361.9,24.9,6.25,Clay,71,Yes,No,Improved,1.52
Sokoto,Rice,0.45,330.1,31,5.67,Sandy,125.5,No,No,Improved,3.82
Borno,Maize,0.75,337.7,37.6,5.89,Loamy,117.6,No,No,Improved,2.47
Kogi,Rice,1.04,1085.9,26.6,5.96,Sandy,120.6,Yes,No,Local,2.51
Enugu,Cassava,1.15,2330.6,27.6,4.75,Clay,137.8,Yes,No,Improved,13.25
Kaduna,Cassava,0.8,901.3,26.9,5.23,Sandy,51.4,No,No,Improved,9.92
Ekiti,Rice,3.41,2018,26.2,6.55,Clay,112.3,No,No,Local,3.16
Imo,Maize,1.54,1871.3,26.8,4.22,Clay,172.2,Yes,No,Local,1.35
Ondo,Rice,7.57,1841.2,26.4,6.19,Sandy,100.1,Yes,No,Local,3.87
Delta,Yam,0.2,2476.4,22.8,6.12,Clay,33.5,Yes,No,Improved,7.31
Kogi,Cassava,5.7,1017.5,26.1,5.39,Sandy,79.2,Yes,Yes,Local,11.41
Kebbi,Maize,0.79,984.9,31.1,6.17,Sandy,100.1,Yes,No,Improved,3.18
Abia,Cassava,0.89,2223.5,23.9,5.71,Clay,171.6,Yes,Yes,Local,9.24
Imo,Maize,0.8,2399,27.5,5.38,Clay,156.9,Yes,Yes,Improved,2.78
Kaduna,Maize,0.38,938.6,29.6,5.01,Loamy,123.6,Yes,No,Improved,2.52
Plateau,Sorghum,3.07,1223.7,25.6,4.94,Loamy,5.4,No,No,Local,1.1
Borno,Maize,0.77,526.1,34,6.55,Loamy,112.2,No,No,Improved,2.24
Imo,Yam,1.55,2193.6,28.8,5.81,Loamy,99.9,Yes,No,Improved,9.14
Yobe,Maize,0.69,461.9,31.2,5.28,Clay,88.3,No,No,Local,1.87
Rivers,Sorghum,0.58,1999.6,29.6,5.76,Clay,89.9,Yes,No,Improved,1.35
Kaduna,Cassava,10.46,635.6,26.7,6.32,Sandy,153.2,No,No,Improved,10.65
Ogun,Cassava,0.93,1526.9,24.9,6.26,Clay,144.4,Yes,No,Local,7.12
Osun,Rice,0.99,2279.3,23.1,4.91,Loamy,200.5,No,No,Local,2.24
Jigawa,Yam,6.19,544.7,31.5,6.08,Sandy,18,Yes,No,Local,5.49
Kogi,Sorghum,2.96,1173.1,28.4,7.15,Clay,55.4,Yes,No,Improved,1.89
Lagos,Maize,0.69,1526.8,26.7,6.49,Clay,145.8,Yes,No,Improved,3.17
Kebbi,Maize,0.86,812.5,31.7,6.47,Clay,103.8,Yes,No,Improved,2.15
Kogi,Cassava,1.7,1077.1,25.4,6.12,Loamy,161.3,Yes,No,Improved,10.27
Kebbi,Maize,1.8,927.6,28.4,6,Clay,63.2,Yes,No,Local,2.31
Oyo,Sorghum,2.6,1877.1,26.7,6.1,Clay,37.8,No,No,Improved,0.84
Kaduna,Cassava,0.62,920,32.2,6.44,Clay,88.6,Yes,No,Local,10.34
Oyo,Sorghum,3.05,1577,26.9,4.9,Loamy,67.3,No,No,Local,1.27
Niger,Rice,0.39,1486.6,26.8,6.09,Loamy,82,No,No,Improved,4.01
Katsina,Maize,0.38,620.5,30.8,5.65,Sandy,130.7,No,No,Local,1.96
Oyo,Maize,4.86,1888.7,25.9,5.78,Clay,126.9,No,Yes,Local,2.7
Benue,Yam,2.4,1168.1,30.5,6.28,Sandy,11,No,No,Improved,3.58
Benue,Cassava,1.66,1286.9,24,5.73,Clay,72.2,No,No,Local,9.23
Lagos,Sorghum,0.97,2051.1,25.1,5,Loamy,120.2,Yes,No,Local,1.09
Abia,Rice,2.76,2212.7,24.1,6.32,Sandy,61.2,No,No,Improved,3.63
Yobe,Cassava,0.57,676.4,35.9,6.05,Sandy,123.3,No,No,Improved,10.26
Nasarawa,Sorghum,0.97,1239.2,27.7,6.75,Clay,28.4,No,No,Improved,1.47
Rivers,Yam,3.55,2307.2,25.3,6.05,Loamy,96.2,No,No,Local,6.77
Nasarawa,Cassava,0.78,1268.3,24.1,5.07,Sandy,127.7,No,No,Local,9.33
Cross River,Rice,0.26,2436.7,23,6.62,Clay,107.9,No,No,Local,3.46
Zamfara,Cassava,1.39,615.3,34.7,7.04,Clay,49.4,No,No,Local,6.32
Lagos,Maize,2.84,1874.2,28.2,6.3,Clay,68.1,Yes,Yes,Local,2.59
Gombe,Sorghum,0.36,936.6,26.2,7.02,Sandy,17.9,Yes,No,Improved,1.49
Kano,Rice,2.62,786.7,29.1,6.57,Loamy,119.1,No,No,Local,2.79
Jigawa,Yam,0.67,613.7,34.7,5.78,Clay,116.3,Yes,No,Improved,10.4
Delta,Maize,0.58,2324.8,23.2,5.76,Clay,50.1,No,Yes,Improved,2.45
Kaduna,Cassava,1.11,668.7,27.4,6.31,Loamy,100.8,No,No,Improved,10.26
Jigawa,Rice,1.17,356.6,37.4,4.44,Sandy,24.9,No,No,Local,1.71
Delta,Rice,0.61,2159.7,24.7,6.31,Clay,73.5,No,No,Local,3.05
Ogun,Rice,0.31,1752.6,25.5,5.64,Sandy,44.3,Yes,No,Local,3.22
Ogun,Rice,0.69,1604.1,28.2,5.79,Clay,63.4,No,No,Local,2.97
Kwara,Sorghum,0.84,1095,24.4,6.24,Sandy,66.8,Yes,No,Improved,1.4
Osun,Sorghum,0.66,1638.9,24.6,6.91,Clay,87.8,Yes,No,Local,1.32
Gombe,Yam,0.83,742.9,28.1,6.44,Sandy,41.5,No,Yes,Improved,10.78
Ebonyi,Cassava,1.65,2124.5,24.6,5.72,Sandy,164.7,No,No,Improved,8.57
Borno,Yam,3.17,302.1,28.4,5.77,Clay,129.9,No,Yes,Local,10.65
Akwa Ibom,Sorghum,1.4,2360.2,25.2,4.62,Loamy,21.8,No,No,Improved,1.27
Nasarawa,Yam,0.79,1308,30.5,5.46,Sandy,0,No,No,Local,6.37
Gombe,Cassava,2.09,911.1,30.8,5.96,Clay,71.8,Yes,No,Improved,10.54
Oyo,Yam,2.24,1968.5,26.1,4.72,Sandy,29.4,No,No,Improved,8.54
Enugu,Maize,3.02,2327.4,23.5,6.8,Loamy,44.9,No,No,Local,1.66
Gombe,Cassava,0.24,941.1,28.4,5.86,Loamy,117.3,No,No,Local,8.64
Kaduna,Rice,2.73,651.2,30,6.56,Loamy,45.7,No,No,Improved,3.25
Niger,Rice,0.45,1064.5,28,5.73,Sandy,66.5,Yes,No,Local,2.97
FCT,Sorghum,1.66,1058.7,27.6,4.78,Loamy,36.4,Yes,No,Local,1.33
Abia,Sorghum,2.81,1909.7,25.4,6.9,Loamy,13.2,Yes,No,Improved,1.36
Ebonyi,Cassava,4.02,2391.4,27,4.28,Clay,172.7,No,Yes,Local,8.15
Kwara,Cassava,0.41,1167.7,30,4.47,Clay,160.8,Yes,No,Local,8.2
Oyo,Cassava,0.85,2143.8,27.1,6.75,Clay,95.8,Yes,No,Improved,7.18
Adamawa,Yam,0.56,1404.1,24.3,5.2,Loamy,125.6,Yes,Yes,Local,7.99
Rivers,Yam,1.48,2293.1,26.4,5.6,Loamy,118.1,No,No,Improved,8.68
Enugu,Yam,0.67,1766.4,25.2,4.81,Loamy,133,No,No,Improved,8.08
Ondo,Cassava,1.51,1943.6,23.5,5.43,Loamy,84.3,Yes,No,Local,9.95
Yobe,Maize,4.17,585.4,28.1,6.56,Sandy,124.7,Yes,No,Local,2.16
Adamawa,Sorghum,1.86,1381.7,29.1,7.24,Sandy,65,Yes,No,Improved,1.86
Ondo,Cassava,0.26,1677.6,29.4,6.42,Loamy,162.9,Yes,No,Improved,9.29
Benue,Maize,1.14,1484.7,29.3,4.82,Loamy,157.9,No,No,Improved,2.1
Kebbi,Maize,1.91,776.8,30.3,6.21,Loamy,161.1,Yes,No,Local,1.9
Gombe,Rice,3.05,876,34,5.48,Clay,130,No,No,Improved,2.89
Kebbi,Cassava,0.77,610.1,27.6,6.72,Sandy,196.4,No,No,Local,6.08
Abia,Rice,1.2,1618.8,27.1,5.81,Clay,80.7,No,No,Improved,3.54
Rivers,Rice,1.67,1960.6,29,5.13,Clay,168.7,No,No,Improved,2.23
Nasarawa,Maize,0.84,1168.7,30.1,5.94,Clay,100.6,Yes,No,Local,2.42
Niger,Sorghum,0.25,1323.3,26,6.05,Loamy,74.7,No,No,Local,1.15
Sokoto,Rice,2.05,668.7,37.3,7.29,Loamy,88.1,Yes,Yes,Local,2.52
Kwara,Sorghum,0.89,1240,26.6,5.78,Loamy,69.2,No,No,Local,1.17
Anambra,Maize,2.8,2006.1,27.6,6.94,Clay,147.4,No,No,Local,2.02
Ondo,Rice,8.19,1841.3,24.4,6.8,Loamy,182.4,No,No,Improved,2.94
Kano,Maize,1.93,803.7,30.5,7.05,Sandy,87.7,No,No,Local,2.08
Kwara,Yam,1.03,1458.7,29.4,5.99,Clay,91.7,Yes,No,Improved,13.59
Kwara,Rice,1.77,1085.1,25.7,5.68,Loamy,144.9,No,No,Improved,3.53
Kebbi,Yam,2.49,812.6,34.5,7.15,Loamy,83.5,No,No,Improved,8.08
Rivers,Rice,0.9,1848.8,24.8,5.83,Clay,96.9,No,No,Local,3.16
Nasarawa,Cassava,0.73,1194.1,28.9,5.22,Clay,129.1,Yes,No,Improved,9.86
Gombe,Cassava,1.36,964.9,26.9,6.44,Loamy,14.5,No,No,Improved,9.7
FCT,Sorghum,0.46,1493.1,28.6,5.62,Sandy,0,No,No,Improved,1.47
Nasarawa,Rice,2.04,1244.2,29,5.71,Loamy,93.8,No,No,Improved,4.09
Oyo,Cassava,0.23,2123.7,25.2,5,Loamy,8.4,No,No,Local,8.19
Nasarawa,Cassava,3.91,1497.4,27.8,5.46,Sandy,0,Yes,No,Improved,8.53
Abia,Rice,1.06,2270,25.7,5.56,Clay,84.4,No,No,Local,2.97
Bayelsa,Maize,0.63,2206.8,24.2,5.42,Loamy,91.7,No,No,Improved,2.12
Adamawa,Maize,5.13,1138.6,24.5,5.78,Clay,54.8,Yes,No,Local,2.29
Jigawa,Cassava,1.91,474,29.6,6,Loamy,92.6,Yes,Yes,Local,11.15
Osun,Sorghum,3.62,1765.1,22.6,7.35,Loamy,42.2,No,No,Local,1.09
Kogi,Sorghum,1.14,1488.3,27.6,5.26,Sandy,145,Yes,No,Local,0.96
Katsina,Sorghum,0.64,301,28.7,5.94,Sandy,53.6,Yes,No,Local,1.41
Adamawa,Sorghum,2.56,1306.4,28.8,5.22,Sandy,118.7,Yes,No,Local,0.96
Kwara,Maize,1.04,1061.5,25.8,5.83,Sandy,147.2,No,No,Local,2.13
Osun,Maize,2.95,2309.3,22.8,6.62,Sandy,151.4,No,No,Local,1.72
Ogun,Sorghum,1.06,1549,27.7,6.86,Loamy,73.2,Yes,No,Local,1.09
Cross River,Sorghum,2.92,2067.7,23.4,5.2,Loamy,76.2,Yes,No,Local,1.1
Katsina,Sorghum,0.91,490,34.8,6.48,Sandy,19.3,Yes,No,Local,1.23
Abia,Maize,0.36,2194.5,24.7,7.4,Clay,89.8,No,No,Improved,2.44
Jigawa,Cassava,2.19,675.2,36.9,7.15,Clay,85.2,Yes,Yes,Local,8.95
Katsina,Maize,0.58,582,34.5,6.46,Clay,97.3,Yes,No,Local,1.96
